,klub,pilkarz,pozycja,data_urodzenia,wzrost,dominujaca_noga,kontrakt_od,kontrakt_do,wartosc_eur,liga
2637,US Cremonese,Luca Zanimacchia,Prawy napastnik,19 lip 1998 (24),"1,78m",prawonożny,9 lip 2021,30 cze 2023,"2,00 mln €",serie a
2638,US Cremonese,Cyriel Dessers ,Środkowy napastnik,8 gru 1994 (28),"1,85m",prawonożny,10 sie 2022,30 cze 2027,"6,00 mln €",serie a
2639,US Cremonese,Felix Afena-Gyan,Środkowy napastnik,19 sty 2003 (19),"1,75m",prawonożny,29 sie 2022,-,"5,50 mln €",serie a
2640,US Cremonese,David Okereke,Środkowy napastnik,29 sie 1997 (25),"1,81m",prawonożny,28 lip 2022,30 cze 2025,"4,30 mln €",serie a
2641,US Cremonese,Frank Tsadjout,Środkowy napastnik,28 lip 1999 (23),"1,90m",lewonożny,15 lip 2022,30 cze 2025,900 tys. €,serie a
2642,US Cremonese,Daniel Ciofani,Środkowy napastnik,31 lip 1985 (37),"1,91m",prawonożny,9 sie 2019,30 cze 2023,200 tys. €,serie a
2643,UC Sampdoria,Emil Audero,Bramkarz,18 sty 1997 (26),"1,92m",prawonożny,1 lip 2019,30 cze 2026,"6,00 mln €",serie a
2644,UC Sampdoria,Martin Turk,Bramkarz,21 sie 2003 (19),"1,90m",lewonożny,13 sty 2023,30 cze 2023,300 tys. €,serie a
2645,UC Sampdoria,Nicola Ravaglia,Bramkarz,12 gru 1988 (34),"1,84m",prawonożny,1 wrz 2020,30 cze 2024,100 tys. €,serie a
2646,UC Sampdoria,Elia Tantalocchi,Bramkarz,30 cze 2004 (18),"1,90m",prawonożny,8 lip 2022,-,25 tys. €,serie a
2647,UC Sampdoria,Omar Colley,Środkowy obrońca,24 paź 1992 (30),"1,91m",lewonożny,1 lip 2018,30 cze 2025,"3,50 mln €",serie a
2648,UC Sampdoria,Jeison Murillo,Środkowy obrońca,27 maj 1992 (30),"1,82m",prawonożny,14 sty 2020,30 cze 2023,"2,50 mln €",serie a
2649,UC Sampdoria,Bruno Amione,Środkowy obrońca,3 sty 2002 (21),"1,87m",lewonożny,1 wrz 2022,30 cze 2023,"2,00 mln €",serie a
2650,UC Sampdoria,Bram Nuytinck,Środkowy obrońca,4 maj 1990 (32),"1,91m",lewonożny,2 sty 2023,30 cze 2023,"2,00 mln €",serie a
2651,UC Sampdoria,Kaique Rocha,Środkowy obrońca,28 lut 2001 (21),"1,95m",prawonożny,1 wrz 2020,30 cze 2024,"1,00 mln €",serie a
2652,UC Sampdoria,Tommaso Augello,Lewy obrońca,30 sie 1994 (28),"1,80m",lewonożny,1 wrz 2020,30 cze 2025,"2,50 mln €",serie a
2653,UC Sampdoria,Nicola Murru ,Lewy obrońca,16 gru 1994 (28),"1,80m",lewonożny,1 lip 2017,30 cze 2024,"1,60 mln €",serie a
2654,UC Sampdoria,Alessandro Zanoli,Prawy obrońca,3 paź 2000 (22),"1,88m",prawonożny,7 sty 2023,30 cze 2023,"4,00 mln €",serie a
2655,UC Sampdoria,Andrea Conti ,Prawy obrońca,2 mar 1994 (28),"1,84m",prawonożny,10 sty 2022,30 cze 2025,"1,00 mln €",serie a
2656,UC Sampdoria,Harry Winks,Defensywny pomocnik,2 lut 1996 (26),"1,78m",prawonożny,30 sie 2022,30 cze 2023,"12,00 mln €",serie a
2657,UC Sampdoria,Tomás Rincón,Defensywny pomocnik,13 sty 1988 (35),"1,77m",prawonożny,5 lip 2022,30 cze 2023,800 tys. €,serie a
2658,UC Sampdoria,Gerard Yepes,Defensywny pomocnik,25 sie 2002 (20),"1,70m",prawonożny,1 lip 2022,30 cze 2025,500 tys. €,serie a
2659,UC Sampdoria,Ronaldo Vieira,Środkowy pomocnik,19 lip 1998 (24),"1,78m",prawonożny,1 sie 2018,30 cze 2023,"3,00 mln €",serie a
2660,UC Sampdoria,Simone Trimboli,Środkowy pomocnik,19 kwi 2002 (20),"1,76m",prawonożny,1 lip 2021,30 cze 2024,600 tys. €,serie a
2661,UC Sampdoria,Telasco Segovia,Środkowy pomocnik,2 kwi 2003 (19),"1,80m",prawonożny,10 sie 2022,30 cze 2023,350 tys. €,serie a
2662,UC Sampdoria,Lorenzo Malagrida,Lewy pomocnik,24 paź 2003 (19),"1,74m",prawonożny,1 lip 2022,30 cze 2025,250 tys. €,serie a
2663,UC Sampdoria,Abdelhamid Sabiri,Ofensywny pomocnik,28 lis 1996 (26),"1,86m",prawonożny,1 lip 2022,30 cze 2025,"4,00 mln €",serie a
2664,UC Sampdoria,Filip Djuricic,Ofensywny pomocnik,30 sty 1992 (30),"1,81m",prawonożny,1 sie 2022,30 cze 2024,"2,50 mln €",serie a
2665,UC Sampdoria,Valerio Verre,Ofensywny pomocnik,11 sty 1994 (29),"1,81m",obunożny,30 sty 2017,30 cze 2025,"1,80 mln €",serie a
2666,UC Sampdoria,Ignacio Pussetto ,Prawy napastnik,21 gru 1995 (27),"1,80m",prawonożny,1 wrz 2022,30 cze 2023,"2,50 mln €",serie a
2667,UC Sampdoria,Mehdi Léris,Prawy napastnik,23 maj 1998 (24),"1,86m",prawonożny,12 sie 2019,30 cze 2024,"2,20 mln €",serie a
2668,UC Sampdoria,Manolo Gabbiadini,Środkowy napastnik,26 lis 1991 (31),"1,86m",lewonożny,11 sty 2019,30 cze 2026,"3,00 mln €",serie a
2669,UC Sampdoria,Sam Lammers,Środkowy napastnik,30 kwi 1997 (25),"1,91m",obunożny,2 sty 2023,29 cze 2023,"2,80 mln €",serie a
2670,UC Sampdoria,Manuel De Luca ,Środkowy napastnik,17 lip 1998 (24),"1,92m",obunożny,11 sie 2021,30 cze 2025,"2,50 mln €",serie a
2671,UC Sampdoria,Fabio Quagliarella ,Środkowy napastnik,31 sty 1983 (39),"1,80m",prawonożny,1 lip 2016,30 cze 2023,"1,00 mln €",serie a
2672,UC Sampdoria,Daniele Montevago,Środkowy napastnik,18 mar 2003 (19),"1,84m",prawonożny,28 paź 2022,30 cze 2025,150 tys. €,serie a
2673,Benfika Lizbona,Odysseas Vlachodimos,Bramkarz,26 kwi 1994 (28),"1,91m",prawonożny,1 lip 2018,30 cze 2024,"16,00 mln €",liga nos
2674,Benfika Lizbona,Samuel Soares,Bramkarz,15 cze 2002 (20),"1,90m",prawonożny,-,30 cze 2027,"2,00 mln €",liga nos
2675,Benfika Lizbona,Helton Leite,Bramkarz,2 lis 1990 (32),"1,96m",prawonożny,8 sie 2020,30 cze 2025,"2,00 mln €",liga nos
2676,Benfika Lizbona,António Silva,Środkowy obrońca,30 paź 2003 (19),"1,87m",prawonożny,1 lip 2022,30 cze 2027,"15,00 mln €",liga nos
2677,Benfika Lizbona,Morato,Środkowy obrońca,30 cze 2001 (21),"1,92m",lewonożny,1 lip 2021,30 cze 2027,"15,00 mln €",liga nos
2678,Benfika Lizbona,Lucas Veríssimo,Środkowy obrońca,2 lip 1995 (27),"1,88m",prawonożny,31 sty 2021,30 cze 2026,"8,00 mln €",liga nos
2679,Benfika Lizbona,João Victor,Środkowy obrońca,17 lip 1998 (24),"1,87m",prawonożny,7 lip 2022,30 cze 2027,"8,00 mln €",liga nos
2680,Benfika Lizbona,John Anthony Brooks,Środkowy obrońca,28 sty 1993 (29),"1,93m",lewonożny,1 wrz 2022,30 cze 2023,"6,00 mln €",liga nos
2681,Benfika Lizbona,Nicolás Otamendi,Środkowy obrońca,12 lut 1988 (34),"1,83m",prawonożny,29 wrz 2020,30 cze 2023,"3,00 mln €",liga nos
2682,Benfika Lizbona,Germán Conti,Środkowy obrońca,3 cze 1994 (28),"1,93m",prawonożny,1 lip 2018,30 cze 2023,"2,00 mln €",liga nos
2683,Benfika Lizbona,Alejandro Grimaldo,Lewy obrońca,20 wrz 1995 (27),"1,71m",lewonożny,1 sty 2016,30 cze 2023,"20,00 mln €",liga nos
2684,Benfika Lizbona,Mihailo Ristić,Lewy obrońca,31 paź 1995 (27),"1,80m",lewonożny,1 lip 2022,30 cze 2026,"3,50 mln €",liga nos
2685,Benfika Lizbona,Alexander Bah,Prawy obrońca,9 gru 1997 (25),"1,83m",prawonożny,1 lip 2022,30 cze 2027,"8,00 mln €",liga nos
2686,Benfika Lizbona,Gilberto,Prawy obrońca,7 mar 1993 (29),"1,81m",prawonożny,8 sie 2020,30 cze 2025,"6,00 mln €",liga nos
2687,Benfika Lizbona,André Almeida,Prawy obrońca,10 wrz 1990 (32),"1,85m",prawonożny,1 lip 2011,30 cze 2023,500 tys. €,liga nos
2688,Benfika Lizbona,Florentino,Defensywny pomocnik,19 sie 1999 (23),"1,84m",prawonożny,1 sty 2019,30 cze 2027,"15,00 mln €",liga nos
2689,Benfika Lizbona,Fredrik Aursnes,Defensywny pomocnik,10 gru 1995 (27),"1,81m",prawonożny,24 sie 2022,30 cze 2027,"13,00 mln €",liga nos
2690,Benfika Lizbona,Enzo Fernández,Środkowy pomocnik,17 sty 2001 (22),"1,78m",prawonożny,14 lip 2022,30 cze 2027,"55,00 mln €",liga nos
2691,Benfika Lizbona,Chiquinho,Środkowy pomocnik,19 lip 1995 (27),"1,75m",prawonożny,1 lip 2019,30 cze 2024,"4,00 mln €",liga nos
2692,Benfika Lizbona,João Mário,Ofensywny pomocnik,19 sty 1993 (29),"1,79m",prawonożny,13 lip 2021,30 cze 2026,"12,00 mln €",liga nos
2693,Benfika Lizbona,João Neves,Ofensywny pomocnik,27 wrz 2004 (18),"1,74m",prawonożny,1 sty 2023,30 cze 2028,500 tys. €,liga nos
2694,Benfika Lizbona,Julian Draxler,Lewy napastnik,20 wrz 1993 (29),"1,85m",prawonożny,1 wrz 2022,30 cze 2023,"12,00 mln €",liga nos
2695,Benfika Lizbona,Andreas Schjelderup,Lewy napastnik,1 cze 2004 (18),"1,76m",prawonożny,12 sty 2023,30 cze 2028,"9,00 mln €",liga nos
2696,Benfika Lizbona,Gil Dias,Lewy napastnik,28 wrz 1996 (26),"1,86m",lewonożny,1 lip 2021,30 cze 2026,"2,00 mln €",liga nos
2697,Benfika Lizbona,David Neres,Prawy napastnik,3 mar 1997 (25),"1,76m",lewonożny,1 lip 2022,30 cze 2027,"22,00 mln €",liga nos
2698,Benfika Lizbona,Yony González,Prawy napastnik,11 lip 1994 (28),"1,84m",prawonożny,10 sty 2020,30 cze 2024,700 tys. €,liga nos
2699,Benfika Lizbona,Rafa Silva,Cofnięty napastnik,17 maj 1993 (29),"1,72m",prawonożny,31 sie 2016,30 cze 2024,"23,00 mln €",liga nos
2700,Benfika Lizbona,Gonçalo Ramos,Środkowy napastnik,20 cze 2001 (21),"1,85m",prawonożny,1 paź 2020,30 cze 2026,"30,00 mln €",liga nos
2701,Benfika Lizbona,Petar Musa,Środkowy napastnik,4 mar 1998 (24),"1,90m",prawonożny,2 lip 2022,30 cze 2027,"5,00 mln €",liga nos
2702,Benfika Lizbona,Henrique Araújo,Środkowy napastnik,19 sty 2002 (20),"1,82m",prawonożny,1 lip 2022,30 cze 2027,"5,00 mln €",liga nos
2703,Benfika Lizbona,Casper Tengstedt,Środkowy napastnik,1 cze 2000 (22),"1,84m",prawonożny,11 sty 2023,30 cze 2028,"3,50 mln €",liga nos
2704,FC Porto,Diogo Costa,Bramkarz,19 wrz 1999 (23),"1,86m",prawonożny,1 lip 2019,30 cze 2027,"35,00 mln €",liga nos
2705,FC Porto,Cláudio Ramos,Bramkarz,16 lis 1991 (31),"1,83m",prawonożny,14 sie 2020,30 cze 2024,"1,50 mln €",liga nos
2706,FC Porto,Samuel,Bramkarz,29 mar 1994 (28),"1,88m",prawonożny,1 wrz 2022,30 cze 2027,"1,50 mln €",liga nos
2707,FC Porto,David Carmo,Środkowy obrońca,19 lip 1999 (23),"1,96m",lewonożny,5 lip 2022,30 cze 2027,"20,00 mln €",liga nos
2708,FC Porto,Fábio Cardoso,Środkowy obrońca,19 kwi 1994 (28),"1,87m",prawonożny,1 lip 2021,30 cze 2026,"3,00 mln €",liga nos
2709,FC Porto,Pepe,Środkowy obrońca,26 lut 1983 (39),"1,87m",prawonożny,8 sty 2019,30 cze 2023,"1,00 mln €",liga nos
2710,FC Porto,Iván Marcano,Środkowy obrońca,23 cze 1987 (35),"1,89m",lewonożny,11 lip 2019,30 cze 2023,500 tys. €,liga nos
2711,FC Porto,Zaidu ,Lewy obrońca,13 cze 1997 (25),"1,82m",lewonożny,30 sie 2020,30 cze 2027,"10,00 mln €",liga nos
2712,FC Porto,Wendell,Lewy obrońca,20 lip 1993 (29),"1,76m",lewonożny,19 sie 2021,30 cze 2025,"5,00 mln €",liga nos
2713,FC Porto,João Mário,Prawy obrońca,3 sty 2000 (23),"1,78m",obunożny,1 wrz 2020,30 cze 2027,"12,00 mln €",liga nos
2714,FC Porto,Wilson Manafá,Prawy obrońca,23 lip 1994 (28),"1,77m",prawonożny,21 sty 2019,30 cze 2023,"3,50 mln €",liga nos
2715,FC Porto,Nanu,Prawy obrońca,17 maj 1994 (28),"1,77m",prawonożny,5 paź 2020,30 cze 2025,"1,50 mln €",liga nos
2716,FC Porto,Rodrigo Conceição,Prawy obrońca,2 sty 2000 (23),"1,75m",prawonożny,1 lip 2022,30 cze 2024,"1,50 mln €",liga nos
2717,FC Porto,Mateus Uribe,Defensywny pomocnik,21 mar 1991 (31),"1,82m",prawonożny,4 sie 2019,30 cze 2023,"12,00 mln €",liga nos
2718,FC Porto,Marko Grujić,Defensywny pomocnik,13 kwi 1996 (26),"1,91m",prawonożny,1 lip 2022,30 cze 2026,"9,00 mln €",liga nos
2719,FC Porto,Stephen Eustaquio,Środkowy pomocnik,21 gru 1996 (26),"1,77m",prawonożny,1 lip 2022,30 cze 2027,"8,00 mln €",liga nos
2720,FC Porto,Bruno Costa,Środkowy pomocnik,19 kwi 1997 (25),"1,74m",prawonożny,6 lip 2021,30 cze 2024,"2,50 mln €",liga nos
2721,FC Porto,Bernardo Folha,Środkowy pomocnik,23 mar 2002 (20),"1,77m",prawonożny,-,30 cze 2024,900 tys. €,liga nos
2722,FC Porto,Pepê,Lewy pomocnik,24 lut 1997 (25),"1,75m",prawonożny,1 lip 2021,30 cze 2027,"22,00 mln €",liga nos
2723,FC Porto,André Franco,Ofensywny pomocnik,12 kwi 1998 (24),"1,77m",lewonożny,4 sie 2022,30 cze 2027,"3,50 mln €",liga nos
2724,FC Porto,Galeno,Lewy napastnik,22 paź 1997 (25),"1,79m",prawonożny,31 sty 2022,30 cze 2027,"15,00 mln €",liga nos
2725,FC Porto,Gabriel Veron,Lewy napastnik,3 wrz 2002 (20),"1,76m",prawonożny,22 lip 2022,30 cze 2027,"12,00 mln €",liga nos
2726,FC Porto,Fernando Andrade,Lewy napastnik,8 sty 1993 (30),"1,82m",prawonożny,4 sty 2019,30 cze 2023,800 tys. €,liga nos
2727,FC Porto,Otávio,Prawy napastnik,9 lut 1995 (27),"1,72m",prawonożny,1 wrz 2014,30 cze 2025,"30,00 mln €",liga nos
2728,FC Porto,Gonçalo Borges,Prawy napastnik,29 mar 2001 (21),"1,84m",prawonożny,-,30 cze 2027,"2,00 mln €",liga nos
2729,FC Porto,Evanilson ,Środkowy napastnik,6 paź 1999 (23),"1,83m",obunożny,9 wrz 2020,30 cze 2027,"22,00 mln €",liga nos
2730,FC Porto,Mehdi Taremi,Środkowy napastnik,18 lip 1992 (30),"1,85m",prawonożny,31 sie 2020,30 cze 2024,"20,00 mln €",liga nos
2731,FC Porto,Toni Martínez,Środkowy napastnik,30 cze 1997 (25),"1,87m",prawonożny,4 paź 2020,30 cze 2025,"7,00 mln €",liga nos
2732,FC Porto,Danny Namaso,Środkowy napastnik,28 sie 2000 (22),"1,82m",prawonożny,1 lip 2022,30 cze 2025,"3,00 mln €",liga nos
2733,Sporting CP,Antonio Adán,Bramkarz,13 maj 1987 (35),"1,90m",lewonożny,20 sie 2020,30 cze 2024,"2,00 mln €",liga nos
2734,Sporting CP,Franco Israel,Bramkarz,22 kwi 2000 (22),"1,90m",prawonożny,5 lip 2022,30 cze 2027,"1,00 mln €",liga nos
2735,Sporting CP,André Paulo,Bramkarz,18 gru 1996 (26),"1,88m",prawonożny,1 lip 2022,30 cze 2023,100 tys. €,liga nos
2736,Sporting CP,Gonçalo Inácio,Środkowy obrońca,25 sie 2001 (21),"1,85m",lewonożny,1 lip 2020,30 cze 2026,"23,00 mln €",liga nos
2737,Sporting CP,Jeremiah St. Juste,Środkowy obrońca,19 paź 1996 (26),"1,86m",prawonożny,1 lip 2022,30 cze 2026,"13,00 mln €",liga nos
2738,Sporting CP,Sebastián Coates,Środkowy obrońca,7 paź 1990 (32),"1,96m",prawonożny,2 lut 2017,30 cze 2024,"6,00 mln €",liga nos
2739,Sporting CP,José Marsà,Środkowy obrońca,4 mar 2002 (20),"1,85m",lewonożny,1 lip 2022,30 cze 2024,"2,00 mln €",liga nos
2740,Sporting CP,Luís Neto ,Środkowy obrońca,26 maj 1988 (34),"1,85m",prawonożny,1 lip 2019,30 cze 2023,800 tys. €,liga nos
2741,Sporting CP,Chico Lamba ,Środkowy obrońca,10 mar 2003 (19),"1,89m",prawonożny,-,30 cze 2024,500 tys. €,liga nos
2742,Sporting CP,Matheus Reis,Lewy obrońca,18 lut 1995 (27),"1,84m",lewonożny,1 lip 2021,30 cze 2025,"8,00 mln €",liga nos
2743,Sporting CP,Flávio Nazinho,Lewy obrońca,20 lip 2003 (19),"1,80m",lewonożny,1 lip 2022,30 cze 2024,"1,00 mln €",liga nos
2744,Sporting CP,Pedro Porro,Prawy obrońca,13 wrz 1999 (23),"1,73m",prawonożny,1 lip 2022,30 cze 2025,"25,00 mln €",liga nos
2745,Sporting CP,Ricardo Esgaio,Prawy obrońca,16 maj 1993 (29),"1,72m",prawonożny,3 lip 2021,30 cze 2026,"3,50 mln €",liga nos
2746,Sporting CP,Gonçalo Esteves,Prawy obrońca,27 lut 2004 (18),"1,71m",prawonożny,8 lip 2021,30 cze 2024,"3,00 mln €",liga nos
2747,Sporting CP,Manuel Ugarte,Defensywny pomocnik,11 kwi 2001 (21),"1,82m",prawonożny,9 sie 2021,30 cze 2026,"18,00 mln €",liga nos
2748,Sporting CP,Hidemasa Morita,Defensywny pomocnik,10 maj 1995 (27),"1,77m",prawonożny,1 lip 2022,30 cze 2026,"7,00 mln €",liga nos
2749,Sporting CP,Mateo Tanlongo,Defensywny pomocnik,12 sie 2003 (19),"1,83m",prawonożny,5 sty 2023,30 cze 2027,"1,50 mln €",liga nos
2750,Sporting CP,Eduardo Henrique,Defensywny pomocnik,17 maj 1995 (27),"1,86m",prawonożny,2 lip 2019,30 cze 2024,"1,50 mln €",liga nos
2751,Sporting CP,Dário Essugo,Defensywny pomocnik,14 mar 2005 (17),"1,78m",prawonożny,-,30 cze 2025,"1,00 mln €",liga nos
2752,Sporting CP,Daniel Bragança ,Środkowy pomocnik,27 maj 1999 (23),"1,69m",lewonożny,3 sie 2020,30 cze 2025,"5,00 mln €",liga nos
2753,Sporting CP,Sotiris Alexandropoulos,Środkowy pomocnik,26 lis 2001 (21),"1,86m",obunożny,29 sie 2022,30 cze 2027,"4,00 mln €",liga nos
2754,Sporting CP,Pedro Gonçalves,Lewy napastnik,28 cze 1998 (24),"1,73m",prawonożny,18 sie 2020,30 cze 2026,"30,00 mln €",liga nos
2755,Sporting CP,Nuno Santos,Lewy napastnik,13 lut 1995 (27),"1,77m",lewonożny,21 sie 2020,30 cze 2025,"10,00 mln €",liga nos
2756,Sporting CP,Jovane Cabral,Lewy napastnik,14 cze 1998 (24),"1,74m",prawonożny,1 lip 2018,30 cze 2025,"5,00 mln €",liga nos
2757,Sporting CP,Arthur Gomes,Lewy napastnik,3 lip 1998 (24),"1,74m",prawonożny,5 wrz 2022,30 cze 2027,"4,00 mln €",liga nos
2758,Sporting CP,Rochinha,Lewy napastnik,3 maj 1995 (27),"1,69m",prawonożny,5 lip 2022,30 cze 2026,"3,50 mln €",liga nos
2759,Sporting CP,Marcus Edwards,Prawy napastnik,3 gru 1998 (24),"1,68m",lewonożny,31 sty 2022,30 cze 2026,"25,00 mln €",liga nos
2760,Sporting CP,Francisco Trincão,Prawy napastnik,29 gru 1999 (23),"1,84m",lewonożny,13 lip 2022,30 cze 2023,"20,00 mln €",liga nos
2761,Sporting CP,Issahaku Fatawu,Prawy napastnik,8 mar 2004 (18),"1,77m",lewonożny,1 lip 2022,30 cze 2026,"3,00 mln €",liga nos
2762,Sporting CP,Rodrigo Ribeiro,Cofnięty napastnik,28 kwi 2005 (17),"1,85m",prawonożny,1 lip 2022,30 cze 2025,"3,00 mln €",liga nos
2763,Sporting CP,Paulinho,Środkowy napastnik,9 lis 1992 (30),"1,87m",lewonożny,31 sty 2021,30 cze 2026,"10,00 mln €",liga nos
2764,Sporting CP,Luiz Phellype,Środkowy napastnik,27 wrz 1993 (29),"1,88m",prawonożny,1 sty 2019,30 cze 2024,"1,30 mln €",liga nos
2765,SC Braga,Matheus,Bramkarz,29 mar 1992 (30),"1,90m",prawonożny,1 lip 2014,30 cze 2027,"6,00 mln €",liga nos
2766,SC Braga,Lukas Hornicek,Bramkarz,13 lip 2002 (20),"1,94m",prawonożny,-,30 cze 2024,"2,00 mln €",liga nos
2767,SC Braga,Tiago Sá,Bramkarz,11 sty 1995 (28),"1,86m",prawonożny,1 lip 2015,30 cze 2023,800 tys. €,liga nos
2768,SC Braga,Vítor Tormena,Środkowy obrońca,4 sty 1996 (27),"1,92m",prawonożny,1 lip 2019,30 cze 2024,"4,00 mln €",liga nos
2769,SC Braga,Paulo Oliveira,Środkowy obrońca,8 sty 1992 (31),"1,87m",prawonożny,1 lip 2021,30 cze 2025,"3,50 mln €",liga nos
2770,SC Braga,Sikou Niakaté,Środkowy obrońca,10 lip 1999 (23),"1,86m",lewonożny,1 lip 2022,30 cze 2023,"3,00 mln €",liga nos
2771,SC Braga,Bruno Rodrigues,Środkowy obrońca,8 cze 2001 (21),"1,92m",prawonożny,10 lut 2021,30 cze 2025,"2,00 mln €",liga nos
2772,SC Braga,Bruno Viana,Środkowy obrońca,5 lut 1995 (27),"1,86m",prawonożny,1 lip 2018,30 cze 2024,"1,80 mln €",liga nos
2773,SC Braga,Serdar Saatci,Środkowy obrońca,14 lut 2003 (19),"1,90m",prawonożny,1 wrz 2022,30 cze 2027,"1,50 mln €",liga nos
2774,SC Braga,Nuno Sequeira,Lewy obrońca,19 sie 1990 (32),"1,84m",lewonożny,1 lip 2017,30 cze 2024,"2,50 mln €",liga nos
2775,SC Braga,Cristián Borja,Lewy obrońca,18 lut 1993 (29),"1,80m",lewonożny,1 lut 2021,30 cze 2025,"2,00 mln €",liga nos
2776,SC Braga,Fabiano Silva,Prawy obrońca,14 mar 2000 (22),"1,75m",prawonożny,1 lip 2021,30 cze 2024,"3,50 mln €",liga nos
2777,SC Braga,Víctor Gómez,Prawy obrońca,1 kwi 2000 (22),"1,69m",prawonożny,1 lip 2022,30 cze 2023,"2,50 mln €",liga nos
2778,SC Braga,Zé Carlos,Prawy obrońca,31 lip 1998 (24),"1,77m",prawonożny,3 sie 2020,30 cze 2024,800 tys. €,liga nos
2779,SC Braga,Dinis Pinto,Prawy obrońca,24 sie 2000 (22),"1,78m",prawonożny,-,30 cze 2023,300 tys. €,liga nos
2780,SC Braga,Al Musrati,Defensywny pomocnik,6 kwi 1996 (26),"1,89m",prawonożny,3 sie 2020,30 cze 2026,"14,00 mln €",liga nos
2781,SC Braga,Uroš Račić,Defensywny pomocnik,17 mar 1998 (24),"1,93m",obunożny,1 wrz 2022,30 cze 2023,"6,50 mln €",liga nos
2782,SC Braga,Gorby,Defensywny pomocnik,25 lip 2002 (20),"1,83m",prawonożny,1 gru 2021,30 cze 2027,500 tys. €,liga nos
2783,SC Braga,André Horta,Środkowy pomocnik,7 lis 1996 (26),"1,75m",prawonożny,1 lip 2019,30 cze 2027,"5,00 mln €",liga nos
2784,SC Braga,André Castro,Środkowy pomocnik,2 kwi 1988 (34),"1,81m",prawonożny,4 sie 2020,30 cze 2023,400 tys. €,liga nos
2785,SC Braga,Rodrigo Gomes,Lewy pomocnik,7 lip 2003 (19),"1,75m",prawonożny,1 sty 2022,30 cze 2026,"3,00 mln €",liga nos
2786,SC Braga,Ricardo Horta,Lewy napastnik,15 wrz 1994 (28),"1,73m",prawonożny,18 lip 2017,30 cze 2026,"20,00 mln €",liga nos
2787,SC Braga,Álvaro Djaló,Lewy napastnik,16 sie 1999 (23),"1,75m",prawonożny,1 lip 2022,30 cze 2025,"1,50 mln €",liga nos
2788,SC Braga,Iuri Medeiros,Prawy napastnik,10 lip 1994 (28),"1,74m",lewonożny,1 lip 2021,30 cze 2026,"6,00 mln €",liga nos
2789,SC Braga,Diego Lainez,Prawy napastnik,9 cze 2000 (22),"1,68m",lewonożny,29 lip 2022,30 cze 2023,"2,50 mln €",liga nos
2790,SC Braga,Hernâni Infande,Prawy napastnik,3 kwi 2001 (21),"1,78m",prawonożny,-,30 cze 2024,500 tys. €,liga nos
2791,SC Braga,Vitinha,Środkowy napastnik,15 mar 2000 (22),"1,83m",prawonożny,1 paź 2021,30 cze 2027,"15,00 mln €",liga nos
2792,SC Braga,Abel Ruiz,Środkowy napastnik,28 sty 2000 (22),"1,80m",prawonożny,1 lip 2020,30 cze 2025,"7,00 mln €",liga nos
2793,SC Braga,Simon Banza,Środkowy napastnik,13 sie 1996 (26),"1,89m",prawonożny,19 lip 2022,30 cze 2027,"7,00 mln €",liga nos
2794,FC Famalicão,Luiz Júnior,Bramkarz,14 sty 2001 (22),"1,92m",lewonożny,1 lis 2020,30 cze 2027,"3,00 mln €",liga nos
2795,FC Famalicão,Ivan Zlobin,Bramkarz,7 mar 1997 (25),"1,91m",prawonożny,22 sie 2020,30 cze 2025,300 tys. €,liga nos
2796,FC Famalicão,Alexandre Penetra,Środkowy obrońca,9 wrz 2001 (21),"1,86m",prawonożny,1 sie 2021,30 cze 2026,"3,00 mln €",liga nos
2797,FC Famalicão,Riccieli,Środkowy obrońca,17 wrz 1998 (24),"1,84m",prawonożny,23 lip 2019,30 cze 2027,"1,50 mln €",liga nos
2798,FC Famalicão,Enea Mihaj,Środkowy obrońca,5 lip 1998 (24),"1,86m",prawonożny,15 sie 2022,30 cze 2025,"1,00 mln €",liga nos
2799,FC Famalicão,Diogo Queirós,Środkowy obrońca,5 sty 1999 (24),"1,85m",prawonożny,6 paź 2020,30 cze 2023,800 tys. €,liga nos
2800,FC Famalicão,Otavio,Środkowy obrońca,21 kwi 2002 (20),"1,87m",lewonożny,16 sty 2023,30 cze 2023,100 tys. €,liga nos
2801,FC Famalicão,Francisco Moura,Lewy obrońca,16 sie 1999 (23),"1,81m",lewonożny,23 sie 2022,30 cze 2023,"3,00 mln €",liga nos
2802,FC Famalicão,Rúben Lima,Lewy obrońca,3 paź 1989 (33),"1,77m",lewonożny,3 lip 2021,30 cze 2024,200 tys. €,liga nos
2803,FC Famalicão,Martín Aguirregabiria,Prawy obrońca,10 maj 1996 (26),"1,80m",prawonożny,18 lip 2022,30 cze 2025,"2,50 mln €",liga nos
2804,FC Famalicão,Hernán de la Fuente,Prawy obrońca,7 sty 1997 (26),"1,78m",prawonożny,13 sie 2021,30 cze 2024,"1,00 mln €",liga nos
2805,FC Famalicão,Gustavo Assunção,Defensywny pomocnik,30 mar 2000 (22),"1,78m",prawonożny,1 lip 2019,30 cze 2025,"3,00 mln €",liga nos
2806,FC Famalicão,Santiago Colombatto,Defensywny pomocnik,17 sty 1997 (26),"1,80m",lewonożny,2 sie 2022,30 cze 2023,"3,00 mln €",liga nos
