,NAME,POSITIONS,OVA,POT,TEAM,CONTRACT_LENGTH,ATTACKING,SKILL,MOVEMENT,POWER,MENTALITY,DEFENDING,TOTAL,PAC,SHO,PAS,DRI,DEF,PHY,FULL_NAME,AGE,VALUE_EUR,SALARY_EUR
2912,T. Ismaheel,LW RW ,62,74,Lorient,2022 ~ 2025,247,261,381,248,209,70,1479,82,58,50,68,24,41,Taofeek Ismaheel,21,975000.0,3000.0
2913,J. Escartin,CB ,62,79,Brest,2022 ~ 2025,196,209,302,279,228,191,1459,65,30,46,45,63,63,Josué Escartin,19,975000.0,2000.0
2914,F. Chiarodia,CB ,61,83,Werder Bremen,2021 ~ 2025,231,229,312,268,205,185,1482,66,33,48,55,62,60,Fabio Chiarodia,17,975000.0,500000.0
2915,D. Salifou,CDM CM ,62,79,Werder Bremen,2022 ~ 2022,251,270,286,283,280,182,1602,55,45,58,58,60,63,Dikeni Salifou,19,975000.0,2000.0
2916,Nabil Touaizi,ST LM ,63,70,Espanyol,2020 ~ 2024,288,296,347,311,256,76,1630,75,60,57,66,31,59,Nabil Touaizi Zoubdi,21,975000.0,3000.0
2917,Diego López,ST LM ,62,74,Valencia,2021 ~ 2024,286,275,342,274,236,94,1575,73,61,54,62,34,49,Diego López Noguerol,20,975000.0,5000.0
2918,Aceves,GK ,63,78,Real Valladolid,2020 ~ 2025,70,80,185,222,105,47,1025,65,60,64,67,24,60,Álvaro Aceves Catalina,18,975000.0,500000.0
2919,Paulo Henrique,LB ,66,68,Santa Clara,2021 ~ 2024,250,293,323,322,280,192,1701,72,49,57,60,62,69,Paulo Henrique Rodrigues Cabral,25,975000.0,2000.0
2920,J. Bahamboula,RW ,62,77,Vitória SC,2020 ~ 2023,265,276,374,314,237,93,1606,82,59,51,66,34,56,Jason Bahamboula,21,975000.0,2000.0
2921,Daniel Silva,CM ,63,70,Vitória SC,2019 ~ 2024,244,289,333,282,292,163,1648,66,47,61,64,55,64,Daniel Filipe Bandeira e Silva,22,975000.0,2000.0
2922,E. Hackman,RB ,67,67,Gil Vicente,2021 ~ 2024,255,277,336,323,264,191,1690,74,46,51,65,65,72,Emmanuel Hackman,27,975000.0,4000.0
2923,M. Seck,LB LM ,66,68,Portimonense,2022 ~ 2025,267,264,329,278,285,196,1670,67,47,59,57,64,60,Moustapha Seck,26,975000.0,2000.0
2924,F. Cann,LW ,65,68,Vizela,2017 ~ 2023,273,282,366,274,231,89,1567,83,61,54,68,28,46,Francis Cann,24,975000.0,2000.0
2925,F. Etim,ST ,62,77,Vizela,2021 ~ 2025,276,234,278,315,220,65,1431,56,65,44,57,26,60,Friday Etim,20,975000.0,1000.0
2926,Rui Fonte,ST ,68,68,Famalicão,2022 ~ 2024,336,337,335,319,312,110,1809,63,67,67,69,42,60,Rui Pedro da Rocha Fonte,32,975000.0,5000.0
2927,C. Cîrjan,CM RM ,62,75,Arsenal,2019 ~ 2025,274,317,332,236,255,149,1625,62,54,65,67,44,38,Cătălin Cîrjan,19,950000.0,7000.0
2928,D. Jean,ST ,62,76,Strasbourg,2022 ~ 2025,268,259,380,292,236,54,1549,82,62,48,64,23,52,Dany Jean,19,950000.0,3000.0
2929,Y. Cathline,LM CAM ,62,75,Lorient,2022 ~ 2027,259,294,356,263,243,119,1593,75,56,57,67,38,50,Yoann Cathline,19,950000.0,2000.0
2930,B. Elmaz,CM CDM ,62,76,Olympique Marseille,2022 ~ 2026,257,331,336,287,303,173,1745,63,51,62,65,57,51,Bartuğ Elmaz,19,950000.0,4000.0
2931,A. Camblan,LW ,62,76,Brest,2022 ~ 2025,264,295,380,241,252,125,1605,75,54,60,66,41,41,Axel Camblan,19,950000.0,3000.0
2932,J. Botué,ST ,62,74,Ajaccio,2021 ~ 2023,284,267,328,305,202,50,1486,71,61,50,67,21,51,Jean Botué,19,950000.0,2000.0
2933,T. Kastanaras,ST ,62,76,VfB Stuttgart,2022 ~ 2025,280,274,283,303,247,50,1486,58,64,51,59,22,58,Thomas Kastanaras,19,950000.0,3000.0
2934,G. Faticanti,CDM CM ,62,80,Roma,2021 ~ 2026,255,271,290,282,263,181,1578,60,44,56,58,59,63,Giacomo Faticanti,17,950000.0,500000.0
2935,N. Contini,GK ,67,69,Sampdoria,"Jun 30, 2023",89,92,249,204,100,41,1103,68,66,61,69,48,64,Nikita Contini,26,950000.0,11000.0
2936,A. Sher,CM ,62,77,Spezia,2021 ~ 2026,221,280,351,283,292,146,1623,63,44,58,68,50,58,Aimar Sher,19,950000.0,2000.0
2937,Marchena,CM CAM ,62,77,Real Betis,2020 ~ 2024,247,265,317,276,284,141,1580,66,51,59,62,46,56,Antonio Marchena Millán,19,950000.0,2000.0
2938,Pablo Ibáñez,CM CB ,63,70,Osasuna,2021 ~ 2024,257,290,299,278,295,173,1647,54,54,60,58,58,55,Pablo Ibáñez Lumbreras,23,950000.0,5000.0
2939,Tiago Ilori,CB ,67,68,Paços de Ferreira,"Jun 30, 2023",230,234,316,287,252,204,1573,77,38,49,54,67,70,Tiago Almeida Ilori,29,950000.0,5000.0
2940,João Afonso,CDM CM ,67,67,Marítimo,2022 ~ 2024,247,274,310,352,310,198,1737,62,50,57,62,65,75,João Afonso Crispim,27,950000.0,4000.0
2941,Y. Moses,CM CDM ,63,70,Arouca,2017 ~ 2024,258,287,330,324,296,198,1747,66,56,61,57,64,55,Yaw Moses,23,950000.0,2000.0
2942,J. Colback,CDM LWB CM ,69,69,Nottingham Forest,2020 ~ 2023,278,303,305,336,324,204,1785,56,57,64,63,67,68,Jack Colback,32,925000.0,23000.0
2943,H. Ashby,RB RWB ,62,74,West Ham United,2020 ~ 2023,230,261,347,295,241,166,1591,78,41,51,57,55,62,Harrison Ashby,20,925000.0,7000.0
2944,A. Smithies,GK ,71,71,Leicester City,2022 ~ 2024,85,87,263,249,143,44,1222,72,69,68,71,59,71,Alex Smithies,32,925000.0,31000.0
2945,D. Léon,GK ,68,69,Auxerre,2020 ~ 2025,106,101,252,237,132,39,1203,68,66,66,70,47,66,Donovan Léon,29,925000.0,6000.0
2946,A. Georgen,RB ,63,70,Auxerre,2020 ~ 2023,274,265,349,266,254,190,1647,71,50,55,65,61,55,Alec Georgen,23,925000.0,3000.0
2947,T. Boulhendi,GK ,63,74,Nice,2020 ~ 2023,67,79,254,211,80,30,1032,63,62,62,63,49,61,Teddy Boulhendi,21,925000.0,4000.0
2948,E. Bitshiabu,CB ,62,80,Paris Saint Germain,2021 ~ 2024,221,247,198,293,243,170,1427,39,36,54,50,60,74,El Chadaille Bitshiabu,17,925000.0,500000.0
2949,L. Lumeka,LW RW ,64,70,Troyes,2020 ~ 2024,274,285,363,241,237,71,1531,76,60,57,66,25,47,Levi Lumeka,23,925000.0,4000.0
2950,L. Costa,CB ,62,76,Toulouse,2021 ~ 2025,204,196,240,295,213,192,1385,54,32,45,42,63,70,Logan Costa,21,925000.0,2000.0
2951,K. Ezekwem,LB LM ,63,70,SC Freiburg,2021 ~ 2026,230,283,288,284,223,186,1544,62,33,54,61,61,68,Kimberly Ezekwem,21,925000.0,4000.0
2952,F. Dietz,ST ,64,70,FC Köln,2022 ~ 2025,266,224,322,329,247,63,1502,74,62,43,57,25,71,Florian Dietz,23,925000.0,6000.0
2953,J. Heekeren,GK ,63,72,Schalke 04,2022 ~ 2025,82,82,208,220,109,41,1056,63,61,63,65,39,62,Justin Heekeren,21,925000.0,2000.0
2954,F. Bredlow,GK ,68,68,VfB Stuttgart,2019 ~ 2024,45,84,234,204,104,37,1040,70,66,62,71,39,63,Fabian Bredlow,27,925000.0,7000.0
2955,L. Philipp,GK ,63,73,TSG Hoffenheim,2020 ~ 2023,55,62,161,150,84,30,853,62,60,59,66,26,64,Luca Philipp,21,925000.0,3000.0
2956,A. Engels,RM CAM ,62,75,FC Augsburg,2023 ~ 2027,288,308,302,266,283,128,1631,69,58,60,61,44,57,Arne Engels,18,925000.0,2000.0
2957,S. Perilli,GK ,67,69,Hellas Verona,2022 ~ 2024,86,94,252,210,100,58,1125,67,67,61,64,46,66,Simone Perilli,27,925000.0,7000.0
2958,Marco Moreno,CB ,62,77,Atlético Madrid,2022 ~ 2025,192,203,255,301,213,188,1401,58,33,43,45,60,72,Marco Moreno Ojeda,21,925000.0,5000.0
2959,Cañizares,GK ,62,78,Real Madrid,2019 ~ 2023,99,108,206,201,79,32,1034,62,66,66,56,32,59,Lucas Cañizares Conchello,20,925000.0,10000.0
2960,Ander Iru,GK ,63,71,Athletic Club,2021 ~ 2023,56,79,171,168,75,31,896,66,67,61,60,29,62,Ander Iruarrizaga Díez,23,925000.0,3000.0
2961,Y. Meykher,GK ,63,72,Real Valladolid,2021 ~ 2023,60,66,206,205,91,37,979,65,65,63,62,33,59,Yaroslav Meykher,22,925000.0,3000.0
2962,Arroyo,CF ST RM ,62,76,Real Valladolid,2021 ~ 2024,268,236,311,276,237,48,1422,73,63,45,63,20,49,Roberto Arroyo Gregorio,18,925000.0,2000.0
2963,A. Akurugu,LB ,62,74,Getafe,2020 ~ 2023,220,205,345,236,233,171,1450,73,29,46,56,58,55,Amankwaa Akurugu,20,925000.0,3000.0
2964,David Cuenca,LB CB ,62,75,Almería,2022 ~ 2025,246,238,345,277,262,172,1596,76,42,52,58,57,58,David Cuenca Barreno,20,925000.0,3000.0
2965,Garrido,CDM ,69,69,Cádiz,2016 ~ 2023,239,259,203,338,300,207,1601,33,48,55,51,69,87,Jon Ander Garrido Moracia,32,925000.0,12000.0
2966,Magrão,GK ,63,71,Rio Ave,2020 ~ 2024,61,77,168,171,80,35,898,67,59,58,65,24,57,Audenirton Soares da Silva,22,925000.0,1000.0
2967,Ricardo Silva,GK ,65,71,Santa Clara,2022 ~ 2025,76,90,216,173,117,29,1018,65,63,56,69,40,64,Ricardo Manuel Vieira da Silva,23,925000.0,1000.0
2968,A. Bencze,GK ,62,79,Vitória SC,2020 ~ 2025,56,62,153,172,75,30,854,62,60,57,66,26,61,Antal Bencze,20,925000.0,950000.0
2969,Afonso Freitas,LB RB LWB ,63,70,Vitória SC,2020 ~ 2025,225,234,332,252,242,186,1512,69,32,47,60,62,61,Afonso Manuel Abreu Freitas,22,925000.0,2000.0
2970,André Simões,CM ,62,77,Gil Vicente,2022 ~ 2027,257,274,328,282,283,143,1611,64,54,59,62,49,52,André Filipe Encarnação Simões,18,925000.0,750000.0
2971,Antunes,LB ,73,73,Paços de Ferreira,2021 ~ 2023,345,385,346,367,340,207,2040,69,69,74,74,70,68,Vitorino Pacheco Antunes,35,925000.0,6000.0
2972,João Vigário,LB ,66,67,Paços de Ferreira,2021 ~ 2023,296,292,331,335,296,188,1793,68,60,60,65,62,67,João Miguel Ribeiro Vigário,26,925000.0,3000.0
2973,I. Vekič,GK ,65,71,Paços de Ferreira,2022 ~ 2023,91,80,187,188,125,39,1037,63,64,69,69,30,62,Igor Vekič,24,925000.0,2000.0
2974,João Gonçalves,GK ,63,73,Boavista,2018 ~ 2024,54,55,169,170,77,28,859,62,64,57,56,28,67,João Pedro Oliveira Gonçalves,21,925000.0,2000.0
2975,R. Coly,LB ,66,67,Estoril,2021 ~ 2024,260,269,346,322,272,188,1717,76,44,56,61,62,72,Racine Coly,26,925000.0,2000.0
2976,R. Wilson,ST ,59,85,Aston Villa,2022 ~ 2026,271,224,282,288,237,59,1406,58,64,47,53,23,53,Rory Wilson,16,900000.0,2000.0
2977,Mateo Joseph,ST ,61,81,Leeds United,2022 ~ 2025,258,237,364,296,221,66,1481,78,60,44,63,25,49,Mateo Joseph Fernandez,18,900000.0,3000.0
2978,J. Bahoya,CAM ,61,81,Angers SCO,2022 ~ 2025,269,290,314,275,253,120,1577,64,60,56,66,38,52,Jean-Mattéo Bahoya,17,900000.0,500000.0
2979,T. Müsel,ST ,62,70,Borussia Mönchengladbach,2018 ~ 2023,300,296,317,286,227,75,1551,67,62,57,65,28,54,Torben Müsel,22,900000.0,5000.0
2980,S. Kozuki,RM ,62,71,Schalke 04,2023 ~ 2025,253,291,313,248,261,127,1545,66,47,58,68,43,50,Soichiro Kozuki,21,900000.0,3000.0
2981,W. Bianda,CB ,63,70,Roma,2018 ~ 2023,192,211,259,258,227,189,1392,53,28,42,49,63,68,William Bianda,22,900000.0,8000.0
2982,S. Wade,LWB LM LB ,62,75,Torino,2022 ~ 2024,239,238,291,234,254,199,1492,63,32,51,53,64,57,Sebastian Wade,19,900000.0,3000.0
2983,D. Kasius,RWB RM ,62,75,Bologna,2022 ~ 2025,259,282,306,271,256,173,1587,68,43,60,62,56,58,Denso Kasius,19,900000.0,3000.0
2984,Álex Padilla,GK ,62,80,Athletic Club,2022 ~ 2024,54,68,173,176,77,30,893,64,65,62,63,31,61,Alejandro Padilla Pérez,18,900000.0,500000.0
2985,Manu Garrido,ST ,62,73,Celta de Vigo,"Jun 30, 2023",299,260,282,310,226,46,1467,59,62,54,60,20,59,Manuel Garrido Álvarez,21,900000.0,2000.0
2986,Gonzalo Verdú,CB ,71,71,Elche,2017 ~ 2023,268,281,287,341,302,208,1725,51,53,58,56,71,76,Gonzalo Caicedo Verdú,33,900000.0,12000.0
2987,Rubén de Tomás,LM RM CAM ,62,72,Rayo Vallecano,2021 ~ 2023,279,307,300,283,237,87,1541,64,63,60,64,30,44,Rubén de Tomás Gómez,21,900000.0,3000.0
2988,Biel Farrés,CB ,62,74,Girona,2021 ~ 2023,221,227,293,268,241,188,1485,60,33,48,53,63,61,Biel Farrés del Castillo,20,900000.0,3000.0
2989,Joel Roca,LM CAM RM ,61,81,Girona,2022 ~ 2026,247,264,361,260,233,80,1495,77,54,51,67,27,48,Joel Roca Casals,17,900000.0,550000.0
2990,Rodrigo Valente,CAM CM RM ,62,71,Santa Clara,2022 ~ 2024,275,304,343,278,256,120,1637,68,60,58,68,41,51,Rodrigo Ribeiro Valente,21,900000.0,1000.0
2991,L. Hornicek,GK ,63,73,Sporting Braga,2020 ~ 2024,53,61,155,169,67,32,855,68,61,59,64,23,66,Lukas Hornicek,19,900000.0,900000.0
2992,M. Rouai,CM ,62,73,Estoril,2022 ~ 2023,238,274,353,300,289,167,1674,76,54,56,68,57,59,Mabrouk Rouai,21,900000.0,1000.0
2993,Bruno Reis,CM ,62,70,Portimonense,2022 ~ 2024,265,282,336,276,289,148,1634,66,50,61,64,50,54,Bruno Miguel Carapeto dos Reis,22,900000.0,1000.0
2994,Bruno Marques,ST ,62,71,Arouca,2022 ~ 2023,275,228,259,315,248,65,1426,48,62,44,56,27,65,Bruno Henrique Marques Torres,23,900000.0,1000.0
2995,L. Hall,CM LWB LB ,61,81,Chelsea,2021 ~ 2025,276,298,343,271,288,169,1698,66,51,63,64,56,55,Lewis Hall,17,875000.0,2000.0
2996,J. Cain,CM CDM ,62,72,Liverpool,2018 ~ 2023,282,299,336,270,275,173,1683,64,57,60,63,58,54,Jake Cain,20,875000.0,11000.0
2997,J. Smith,GK ,67,68,Nottingham Forest,2013 ~ 2023,83,91,230,205,116,52,1097,65,63,55,73,35,64,Jordan Smith,27,875000.0,14000.0
2998,O. Camara,ST ,62,71,Auxerre,2022 ~ 2025,282,276,311,295,224,57,1503,69,66,52,66,22,50,Ousmane Camara,20,875000.0,3000.0
2999,Camilo,RM CDM ,62,71,Olympique Lyonnais,2020 ~ 2024,258,287,327,302,285,186,1698,68,51,58,64,59,66,Camilo Reijers de Oliveira,23,875000.0,8000.0
3000,G. Manvelyan,CAM LW ,62,73,Nantes,2021 ~ 2024,263,318,326,225,219,107,1514,71,59,60,68,33,34,Gor Manvelyan,20,875000.0,3000.0
3001,F. Sollacaro,GK ,67,69,Ajaccio,2014 ~ 2024,74,86,239,203,65,25,1027,67,66,65,69,44,68,Francois-Joseph Sollacaro,28,875000.0,5000.0
3002,M. Tolba,RB CB ,62,74,VfL Bochum 1848,2022 ~ 2027,252,238,304,267,251,183,1538,61,38,53,60,61,63,Mohammed Tolba,17,875000.0,500000.0
3003,D. Scherhant,ST LM ,62,73,Hertha BSC,2022 ~ 2025,288,264,315,290,249,60,1504,67,61,52,63,23,56,Derry Scherhant,19,875000.0,3000.0
3004,E. Aksakal,LM ,62,73,Hertha BSC,2022 ~ 2025,297,308,335,296,238,109,1639,68,60,58,66,36,51,Ensar Aksakal,20,875000.0,4000.0
3005,D. Degli Innocenti,CDM CM ,61,81,Empoli,2022 ~ 2023,257,295,317,289,267,173,1642,64,48,60,61,55,59,Duccio Degli Innocenti,19,875000.0,950000.0
3006,Vítor Gomes,CM CDM ,71,71,Rio Ave,2022 ~ 2023,333,352,300,362,344,188,1931,55,65,73,70,64,73,Vitor Hugo Gomes da Silva,34,875000.0,7000.0
3007,K. John,RB ,64,69,Everton,2019 ~ 2024,252,260,351,267,265,189,1632,65,43,56,64,61,58,Kyle John,21,850000.0,6000.0
3008,B. Baiye,CDM CM ,62,70,Clermont,2019 ~ 2023,216,245,294,281,248,185,1531,49,36,51,59,61,67,Brandon Baiye,21,850000.0,2000.0
3009,N. Collins,CB ,61,81,Borussia Dortmund,2021 ~ 2023,200,172,341,257,204,176,1396,85,25,40,49,59,67,Nnamdi Collins,18,850000.0,2000.0
3010,G. Gürpüz,CAM LM ,61,78,Borussia Dortmund,2021 ~ 2026,243,292,353,239,250,129,1564,65,44,60,68,44,45,Göktan Gürpüz,19,850000.0,4000.0
3011,S. Sané,RM ,61,78,Schalke 04,2022 ~ 2024,278,297,320,288,245,126,1602,68,56,57,64,43,57,Sidi Sané,19,850000.0,2000.0
3012,I. Elmkies,CDM CM ,62,71,TSG Hoffenheim,2019 ~ 2023,246,297,326,266,275,170,1628,59,48,61,62,56,47,Ilay Elmkies,22,850000.0,5000.0
3013,W. Amey,CB ,61,81,Bologna,2021 ~ 2024,249,221,276,292,246,182,1518,60,39,52,46,60,66,Wisdom Amey,16,850000.0,500000.0
3014,Pere Joan,GK ,62,77,Mallorca,2019 ~ 2023,60,75,288,254,89,29,1103,53,59,66,64,54,66,Pere Joan García Bauzà,20,850000.0,2000.0
3015,Unai Marrero,GK ,62,75,Real Sociedad,2022 ~ 2023,52,62,149,188,89,25,876,64,60,59,66,22,62,Unai Marrero Larrañaga,20,850000.0,2000.0
3016,Iker Piedra,GK ,62,74,Girona,2022 ~ 2026,57,68,211,190,104,31,968,60,61,60,64,36,62,Iker Piedra Blanco,20,850000.0,2000.0
3017,Héctor,ST LM ,65,66,Chaves,2022 ~ 2023,297,274,327,325,246,74,1603,65,68,51,65,30,57,Héctor Hernández Marrero,26,850000.0,3000.0
3018,Celton Biai,GK ,62,74,Vitória SC,2019 ~ 2024,57,57,175,198,71,29,895,63,59,60,67,22,59,Celton Ansumane Biai,21,850000.0,950000.0
3019,Élder Santana,ST ,66,66,Gil Vicente,2021 ~ 2023,297,263,340,364,270,58,1638,66,67,49,60,23,74,Élder Santana Conceição,29,850000.0,4000.0
3020,Pedro Tiba,CM CDM ,69,69,Gil Vicente,2022 ~ 2024,305,338,343,362,326,168,1899,61,64,68,70,57,74,Pedro Miguel Pereira Silva,33,850000.0,6000.0
3021,Dinis Pinto,RB ,62,71,Sporting Braga,2021 ~ 2023,237,277,340,277,252,183,1606,72,42,54,61,57,56,Dinis L. Casals Pinto,21,850000.0,2000.0
3022,N. Galović,CB ,67,67,Arouca,2022 ~ 2023,278,266,286,319,260,197,1650,62,46,59,58,66,73,Nino Galović,29,850000.0,3000.0
3023,S. Perkins,CAM CF ,61,78,Leeds United,2022 ~ 2025,274,270,339,326,246,61,1572,72,61,53,63,24,62,Sonny Perkins,18,825000.0,2000.0
3024,A. Whiteman,GK ,63,70,Tottenham Hotspur,2016 ~ 2023,72,82,184,190,85,48,974,68,58,56,71,32,60,Alfie Whiteman,23,825000.0,9000.0
3025,B. Pereira,RB ,61,79,Auxerre,2022 ~ 2025,224,258,359,218,243,177,1525,71,33,53,64,56,47,Brayann Pereira,19,825000.0,2000.0
3026,A. Losilla,CDM CM CB ,74,74,VfL Bochum 1848,2014 ~ 2023,321,315,313,364,298,209,1871,52,57,66,71,72,76,Anthony Losilla,36,825000.0,14000.0
3027,Nacho Ferri,ST ,61,80,Eintracht Frankfurt,2022 ~ 2025,285,231,310,309,216,64,1463,73,63,47,55,25,61,Ignacio Ferri Julià,17,825000.0,950000.0
3028,Mario Gila,CB ,62,73,Lazio,2022 ~ 2027,246,250,304,297,212,187,1550,64,38,52,55,62,63,Mario Gila Fuentes,21,825000.0,5000.0
3029,C. Tătărușanu,GK ,76,76,Milan,2020 ~ 2023,91,94,252,247,137,39,1236,74,74,73,77,45,78,Ciprian Tătărușanu,36,825000.0,25000.0
3030,K. Dermaku,CB ,67,67,Lecce,2021 ~ 2024,245,198,260,297,257,198,1495,39,38,47,45,67,74,Kastriot Dermaku,30,825000.0,6000.0
3031,Àlex Carbonell,CM CDM ,64,68,FC Barcelona,2022 ~ 2023,291,310,306,294,298,189,1736,44,60,63,68,63,59,Àlex Carbonell Vallés,24,825000.0,20000.0
3032,T. Nakai,CAM ,61,79,Real Madrid,2020 ~ 2025,247,302,287,254,227,101,1464,58,50,59,66,31,47,Takuhiro Nakai,18,825000.0,7000.0
3033,Sillero,CB RB ,62,71,Athletic Club,2017 ~ 2023,239,225,330,287,267,195,1608,66,43,52,54,64,62,Jon Sillero Monreal,24,825000.0,4000.0
3034,Kike Ríos,CB ,62,70,Real Valladolid,2021 ~ 2023,189,180,271,285,216,184,1374,59,30,41,42,60,71,Enrique Ríos Vega,22,825000.0,3000.0
3035,Unai Dufur,CB RB ,62,71,Osasuna,2021 ~ 2023,196,159,308,244,221,193,1367,63,27,40,39,64,58,Unai Dufur Espesolin,23,825000.0,4000.0
3036,Víctor Aznar,GK ,62,75,Cádiz,2021 ~ 2023,85,87,187,211,106,47,1035,62,60,62,65,29,63,Víctor Wehbi Aznar Ussen,19,825000.0,2000.0
3037,André Paulo,GK ,65,70,Sporting CP,2020 ~ 2023,78,87,183,187,111,33,1003,65,63,64,67,30,65,André Filipe Eusébio Paulo,25,825000.0,2000.0
3038,Mauro Couto,LW ,61,78,Paços de Ferreira,2022 ~ 2024,257,269,362,232,219,84,1479,71,57,52,64,26,38,Mauro Meireles Couto,16,825000.0,500000.0
3039,Guilherme Soares,CB ,62,72,Sporting Braga,2019 ~ 2025,198,194,266,264,216,196,1381,54,29,42,44,63,65,Guilherme Araújo Soares,21,825000.0,2000.0
3040,Augusto Dabo,LWB LB ,61,78,Boavista,2022 ~ 2027,207,222,341,239,240,178,1463,75,32,46,56,56,53,Julio Augusto Dabo,19,825000.0,1000.0
3041,João Oliveira,GK ,62,76,Estoril,2020 ~ 2024,92,107,171,196,108,36,1010,62,57,56,64,22,61,João Pedro E. Santo Oliveira,19,825000.0,500000.0
3042,Rúben Lima,LB LWB CB ,68,68,Famalicão,2021 ~ 2024,301,335,342,333,300,197,1860,69,56,65,68,66,66,Rúben Alexandre Rocha Lima,32,825000.0,4000.0
3043,C. Savage,CDM CM ,61,78,Manchester United,2021 ~ 2025,243,299,297,278,270,170,1607,58,44,62,59,56,58,Charlie Savage,19,800000.0,7000.0
3044,J. Affamah,ST ,61,73,Nantes,2022 ~ 2025,285,245,339,298,229,80,1515,74,63,50,56,28,51,Joe-Loïc Affamah,20,800000.0,4000.0
3045,L. Doucet,CDM CM ,62,72,Nantes,2021 ~ 2025,224,252,317,267,247,187,1546,65,37,56,58,57,57,Lohann Doucet,19,800000.0,2000.0
3046,M. Schroers,LM ,62,69,Borussia Mönchengladbach,2020 ~ 2023,321,308,324,280,270,94,1640,67,64,62,63,37,48,Mika Schroers,20,800000.0,4000.0
3047,C. Groß,CDM CB ,70,70,Werder Bremen,2019 ~ 2024,278,287,303,323,331,213,1784,57,55,62,65,70,71,Christian Groß,33,800000.0,12000.0
3048,S. Ba,LB LM ,61,77,RB Leipzig,2022 ~ 2025,222,240,331,228,229,175,1471,74,34,53,64,56,49,Sanoussy Ba,18,800000.0,2000.0
3049,Tovar,ST ,62,69,Mallorca,2018 ~ 2023,263,232,296,336,250,46,1480,60,60,46,59,21,71,Jaume Tovar Seguí,23,800000.0,5000.0
3050,Vere,LM RM LB ,61,73,Rayo Vallecano,2021 ~ 2023,264,288,284,238,243,128,1491,57,50,61,60,43,46,Alejandro Asensio Crespillo,21,800000.0,2000.0
3051,B. Michel,LM RM ST ,64,67,Arouca,2023 ~ 2025,293,254,389,297,228,51,1561,90,59,50,64,22,58,Benji Michel,24,800000.0,2000.0
3052,P. Maghoma,CDM CM ,61,75,Brentford,2020 ~ 2025,261,301,324,307,281,166,1691,67,54,62,63,54,65,Paris Maghoma,21,775000.0,5000.0
3053,T. Tamas,LB ,61,75,Montpellier,2019 ~ 2023,220,240,311,267,217,182,1488,65,37,42,60,60,54,Thibault Tamas,21,775000.0,3000.0
3054,R. Bourlès,CM LM ,61,74,Rennes,2022 ~ 2023,274,311,291,253,251,155,1582,60,51,65,63,48,50,Redwan Bourlès,19,775000.0,4000.0
3055,T. Le Bris,CM ,61,74,Lorient,2019 ~ 2026,249,283,327,246,284,176,1617,61,43,58,64,58,47,Théo Le Bris,19,775000.0,2000.0
3056,A. Kamara,CM CDM ,60,82,Borussia Dortmund,2021 ~ 2024,253,291,341,279,259,176,1645,67,43,58,67,58,62,Abdoulaye Kamara,17,775000.0,800000.0
3057,R. Smajić,CB ,61,78,FC Köln,2022 ~ 2023,200,204,285,265,222,185,1407,65,30,44,50,61,66,Rijad Smajić,18,775000.0,1000.0
3058,N. Weiper,ST ,60,81,FSV Mainz 05,2022 ~ 2025,259,246,266,306,245,53,1422,59,61,44,57,21,64,Nelson Weiper,17,775000.0,900000.0
3059,F. Asllani,ST ,61,74,TSG Hoffenheim,2021 ~ 2026,271,262,283,302,245,59,1474,55,63,48,61,24,58,Fisnik Asllani,19,775000.0,4000.0
3060,V. Carboni,CAM ,60,82,Inter,2022 ~ 2027,267,304,293,265,249,152,1582,60,49,65,60,45,50,Valentín Carboni,17,775000.0,1000.0
3061,J. Persson,ST ,61,74,Lecce,2022 ~ 2027,271,220,246,310,256,78,1437,55,60,42,54,31,68,Joel Persson,19,775000.0,2000.0
3062,T. Segovia,CM CDM ,61,74,Sampdoria,2020 ~ 2023,261,288,318,274,284,137,1613,67,53,60,64,47,57,Telasco Segovia,19,775000.0,2000.0
3063,D. Montevago,ST ,61,75,Sampdoria,2022 ~ 2025,266,240,310,301,242,61,1467,68,60,47,60,24,65,Daniele Montevago,19,775000.0,2000.0
3064,Diego Bri,LM RM ,61,76,Atlético Madrid,2022 ~ 2026,265,297,317,211,207,71,1410,61,56,59,64,24,34,Diego Vicente Bri Carrazoni,19,775000.0,4000.0
3065,Pablo Valencia,GK ,62,70,Osasuna,2020 ~ 2023,58,70,159,168,92,34,894,66,61,60,67,22,59,Pablo Valencia García,21,775000.0,2000.0
3066,J. Ideho,LM RM CF ,61,74,Arsenal,2020 ~ 2025,264,274,345,257,223,114,1516,78,52,56,65,34,48,Joel Ideho,18,750000.0,4000.0
3067,E. Tchato,RB ,61,76,Montpellier,2022 ~ 2025,254,232,315,238,273,170,1530,72,42,52,57,58,59,Enzo Tchato,19,750000.0,2000.0
3068,R. Nouri,RM LM ,72,72,Ajaccio,2020 ~ 2024,348,345,359,331,283,81,1801,66,72,72,75,31,57,Riad Nouri,37,750000.0,10000.0
3069,F. Ogier,CB ,70,70,Clermont,2018 ~ 2024,198,218,250,329,238,214,1491,32,34,40,52,72,76,Florent Ogier,33,750000.0,10000.0
3070,K. Mizuta,CF CAM RW ,61,70,FSV Mainz 05,2021 ~ 2023,281,285,330,259,248,79,1531,69,59,53,70,29,52,Kaito Mizuta,22,750000.0,4000.0
3071,M. Hasebe,CB CDM ,74,74,Eintracht Frankfurt,2014 ~ 2023,307,343,317,284,330,222,1859,52,51,72,70,76,60,Makoto Hasebe,38,750000.0,16000.0
